date,Value,Ticker,Name
1981-04-01,3162.532,GDP,Gross Domestic Product
1981-07-01,3260.609,GDP,Gross Domestic Product
1981-10-01,3280.818,GDP,Gross Domestic Product
1982-01-01,3274.302,GDP,Gross Domestic Product
1982-04-01,3331.972,GDP,Gross Domestic Product
1982-07-01,3366.322,GDP,Gross Domestic Product
1982-10-01,3402.561,GDP,Gross Domestic Product
1983-01-01,3473.413,GDP,Gross Domestic Product
1983-04-01,3578.848,GDP,Gross Domestic Product
1983-07-01,3689.179,GDP,Gross Domestic Product
1983-10-01,3794.706,GDP,Gross Domestic Product
1984-01-01,3908.054,GDP,Gross Domestic Product
1984-04-01,4009.601,GDP,Gross Domestic Product
1984-07-01,4084.25,GDP,Gross Domestic Product
1984-10-01,4148.551,GDP,Gross Domestic Product
1985-01-01,4230.168,GDP,Gross Domestic Product
1985-04-01,4294.887,GDP,Gross Domestic Product
1985-07-01,4386.773,GDP,Gross Domestic Product
1985-10-01,4444.094,GDP,Gross Domestic Product
1986-01-01,4507.894,GDP,Gross Domestic Product
1986-04-01,4545.34,GDP,Gross Domestic Product
1986-07-01,4607.669,GDP,Gross Domestic Product
1986-10-01,4657.627,GDP,Gross Domestic Product
1987-01-01,4722.156,GDP,Gross Domestic Product
1987-04-01,4806.16,GDP,Gross Domestic Product
1987-07-01,4884.555,GDP,Gross Domestic Product
1987-10-01,5007.994,GDP,Gross Domestic Product
1988-01-01,5073.372,GDP,Gross Domestic Product
1988-04-01,5190.036,GDP,Gross Domestic Product
1988-07-01,5282.835,GDP,Gross Domestic Product
1988-10-01,5399.509,GDP,Gross Domestic Product
1989-01-01,5511.253,GDP,Gross Domestic Product
1989-04-01,5612.463,GDP,Gross Domestic Product
1989-07-01,5695.365,GDP,Gross Domestic Product
1989-10-01,5747.237,GDP,Gross Domestic Product
1990-01-01,5872.701,GDP,Gross Domestic Product
1990-04-01,5960.028,GDP,Gross Domestic Product
1990-07-01,6015.116,GDP,Gross Domestic Product
1990-10-01,6004.733,GDP,Gross Domestic Product
1991-01-01,6035.178,GDP,Gross Domestic Product
1991-04-01,6126.862,GDP,Gross Domestic Product
1991-07-01,6205.937,GDP,Gross Domestic Product
1991-10-01,6264.54,GDP,Gross Domestic Product
1992-01-01,6363.102,GDP,Gross Domestic Product
1992-04-01,6470.763,GDP,Gross Domestic Product
1992-07-01,6566.641,GDP,Gross Domestic Product
1992-10-01,6680.803,GDP,Gross Domestic Product
1993-01-01,6729.459,GDP,Gross Domestic Product
1993-04-01,6808.939,GDP,Gross Domestic Product
1993-07-01,6882.098,GDP,Gross Domestic Product
1993-10-01,7013.738,GDP,Gross Domestic Product
1994-01-01,7115.652,GDP,Gross Domestic Product
1994-04-01,7246.931,GDP,Gross Domestic Product
1994-07-01,7331.075,GDP,Gross Domestic Product
1994-10-01,7455.288,GDP,Gross Domestic Product
1995-01-01,7522.289,GDP,Gross Domestic Product
1995-04-01,7580.997,GDP,Gross Domestic Product
1995-07-01,7683.125,GDP,Gross Domestic Product
1995-10-01,7772.586,GDP,Gross Domestic Product
1996-01-01,7868.468,GDP,Gross Domestic Product
1996-04-01,8032.84,GDP,Gross Domestic Product
1996-07-01,8131.408,GDP,Gross Domestic Product
1996-10-01,8259.771,GDP,Gross Domestic Product
1997-01-01,8362.655,GDP,Gross Domestic Product
1997-04-01,8518.825,GDP,Gross Domestic Product
1997-07-01,8662.823,GDP,Gross Domestic Product
1997-10-01,8765.907,GDP,Gross Domestic Product
1998-01-01,8866.48,GDP,Gross Domestic Product
1998-04-01,8969.699,GDP,Gross Domestic Product
1998-07-01,9121.097,GDP,Gross Domestic Product
1998-10-01,9293.991,GDP,Gross Domestic Product
1999-01-01,9411.682,GDP,Gross Domestic Product
1999-04-01,9526.21,GDP,Gross Domestic Product
1999-07-01,9686.626,GDP,Gross Domestic Product
1999-10-01,9900.169,GDP,Gross Domestic Product
2000-01-01,10002.179,GDP,Gross Domestic Product
2000-04-01,10247.72,GDP,Gross Domestic Product
2000-07-01,10318.165,GDP,Gross Domestic Product
2000-10-01,10435.744,GDP,Gross Domestic Product
2001-01-01,10470.231,GDP,Gross Domestic Product
2001-04-01,10599.0,GDP,Gross Domestic Product
2001-07-01,10598.02,GDP,Gross Domestic Product
2001-10-01,10660.465,GDP,Gross Domestic Product
2002-01-01,10783.5,GDP,Gross Domestic Product
2002-04-01,10887.46,GDP,Gross Domestic Product
2002-07-01,10984.04,GDP,Gross Domestic Product
2002-10-01,11061.433,GDP,Gross Domestic Product
2003-01-01,11174.129,GDP,Gross Domestic Product
2003-04-01,11312.766,GDP,Gross Domestic Product
2003-07-01,11566.669,GDP,Gross Domestic Product
2003-10-01,11772.234,GDP,Gross Domestic Product
2004-01-01,11923.447,GDP,Gross Domestic Product
2004-04-01,12112.815,GDP,Gross Domestic Product
2004-07-01,12305.307,GDP,Gross Domestic Product
2004-10-01,12527.214,GDP,Gross Domestic Product
2005-01-01,12767.286,GDP,Gross Domestic Product
2005-04-01,12922.656,GDP,Gross Domestic Product
2005-07-01,13142.642,GDP,Gross Domestic Product
2005-10-01,13324.204,GDP,Gross Domestic Product
2006-01-01,13599.16,GDP,Gross Domestic Product
2006-04-01,13753.424,GDP,Gross Domestic Product
2006-07-01,13870.188,GDP,Gross Domestic Product
2006-10-01,14039.56,GDP,Gross Domestic Product
2007-01-01,14215.651,GDP,Gross Domestic Product
2007-04-01,14402.082,GDP,Gross Domestic Product
2007-07-01,14564.117,GDP,Gross Domestic Product
2007-10-01,14715.058,GDP,Gross Domestic Product
2008-01-01,14706.538,GDP,Gross Domestic Product
2008-04-01,14865.701,GDP,Gross Domestic Product
2008-07-01,14898.999,GDP,Gross Domestic Product
2008-10-01,14608.209,GDP,Gross Domestic Product
2009-01-01,14430.902,GDP,Gross Domestic Product
2009-04-01,14381.236,GDP,Gross Domestic Product
2009-07-01,14448.882,GDP,Gross Domestic Product
2009-10-01,14651.249,GDP,Gross Domestic Product
2010-01-01,14764.61,GDP,Gross Domestic Product
2010-04-01,14980.193,GDP,Gross Domestic Product
2010-07-01,15141.607,GDP,Gross Domestic Product
2010-10-01,15309.474,GDP,Gross Domestic Product
2011-01-01,15351.448,GDP,Gross Domestic Product
2011-04-01,15557.539,GDP,Gross Domestic Product
2011-07-01,15647.68,GDP,Gross Domestic Product
2011-10-01,15842.259,GDP,Gross Domestic Product
2012-01-01,16068.805,GDP,Gross Domestic Product
2012-04-01,16207.115,GDP,Gross Domestic Product
2012-07-01,16319.541,GDP,Gross Domestic Product
2012-10-01,16420.419,GDP,Gross Domestic Product
2013-01-01,16648.189,GDP,Gross Domestic Product
2013-04-01,16728.687,GDP,Gross Domestic Product
2013-07-01,16953.838,GDP,Gross Domestic Product
2013-10-01,17192.019,GDP,Gross Domestic Product
2014-01-01,17197.738,GDP,Gross Domestic Product
2014-04-01,17518.508,GDP,Gross Domestic Product
2014-07-01,17804.228,GDP,Gross Domestic Product
2014-10-01,17912.079,GDP,Gross Domestic Product
2015-01-01,18063.529,GDP,Gross Domestic Product
2015-04-01,18279.784,GDP,Gross Domestic Product
2015-07-01,18401.626,GDP,Gross Domestic Product
2015-10-01,18435.137,GDP,Gross Domestic Product
2016-01-01,18525.933,GDP,Gross Domestic Product
2016-04-01,18711.702,GDP,Gross Domestic Product
2016-07-01,18892.639,GDP,Gross Domestic Product
2016-10-01,19089.379,GDP,Gross Domestic Product
2017-01-01,19280.084,GDP,Gross Domestic Product
2017-04-01,19438.643,GDP,Gross Domestic Product
2017-07-01,19692.595,GDP,Gross Domestic Product
2017-10-01,20037.088,GDP,Gross Domestic Product
2018-01-01,20328.553,GDP,Gross Domestic Product
2018-04-01,20580.912,GDP,Gross Domestic Product
2018-07-01,20798.73,GDP,Gross Domestic Product
2018-10-01,20917.867,GDP,Gross Domestic Product
2019-01-01,21111.6,GDP,Gross Domestic Product
2019-04-01,21397.938,GDP,Gross Domestic Product
2019-07-01,21717.171,GDP,Gross Domestic Product
2019-10-01,21933.217,GDP,Gross Domestic Product
2020-01-01,21727.657,GDP,Gross Domestic Product
2020-04-01,19935.444,GDP,Gross Domestic Product
2020-07-01,21684.551,GDP,Gross Domestic Product
2020-10-01,22068.767,GDP,Gross Domestic Product
2021-01-01,22656.793,GDP,Gross Domestic Product
2021-04-01,23368.861,GDP,Gross Domestic Product
2021-07-01,23921.991,GDP,Gross Domestic Product
2021-10-01,24777.038,GDP,Gross Domestic Product
2022-01-01,25215.491,GDP,Gross Domestic Product
2022-04-01,25805.791,GDP,Gross Domestic Product
2022-07-01,26272.011,GDP,Gross Domestic Product
2022-10-01,26734.277,GDP,Gross Domestic Product
2023-01-01,27164.359,GDP,Gross Domestic Product
2023-04-01,27453.815,GDP,Gross Domestic Product
2023-07-01,27967.697,GDP,Gross Domestic Product
2023-10-01,28296.967,GDP,Gross Domestic Product
2024-01-01,28624.069,GDP,Gross Domestic Product
2024-04-01,29016.714,GDP,Gross Domestic Product
2024-07-01,29374.914,GDP,Gross Domestic Product
1948-01-01,3.4,UNRATE,Unemployment Rate
1948-02-01,3.8,UNRATE,Unemployment Rate
1948-03-01,4.0,UNRATE,Unemployment Rate
1948-04-01,3.9,UNRATE,Unemployment Rate
1948-05-01,3.5,UNRATE,Unemployment Rate
1948-06-01,3.6,UNRATE,Unemployment Rate
1948-07-01,3.6,UNRATE,Unemployment Rate
1948-08-01,3.9,UNRATE,Unemployment Rate
1948-09-01,3.8,UNRATE,Unemployment Rate
1948-10-01,3.7,UNRATE,Unemployment Rate
1948-11-01,3.8,UNRATE,Unemployment Rate
1948-12-01,4.0,UNRATE,Unemployment Rate
1949-01-01,4.3,UNRATE,Unemployment Rate
1949-02-01,4.7,UNRATE,Unemployment Rate
1949-03-01,5.0,UNRATE,Unemployment Rate
1949-04-01,5.3,UNRATE,Unemployment Rate
1949-05-01,6.1,UNRATE,Unemployment Rate
1949-06-01,6.2,UNRATE,Unemployment Rate
1949-07-01,6.7,UNRATE,Unemployment Rate
1949-08-01,6.8,UNRATE,Unemployment Rate
1949-09-01,6.6,UNRATE,Unemployment Rate
1949-10-01,7.9,UNRATE,Unemployment Rate
1949-11-01,6.4,UNRATE,Unemployment Rate
1949-12-01,6.6,UNRATE,Unemployment Rate
1950-01-01,6.5,UNRATE,Unemployment Rate
1950-02-01,6.4,UNRATE,Unemployment Rate
1950-03-01,6.3,UNRATE,Unemployment Rate
1950-04-01,5.8,UNRATE,Unemployment Rate
1950-05-01,5.5,UNRATE,Unemployment Rate
1950-06-01,5.4,UNRATE,Unemployment Rate
1950-07-01,5.0,UNRATE,Unemployment Rate
1950-08-01,4.5,UNRATE,Unemployment Rate
1950-09-01,4.4,UNRATE,Unemployment Rate
1950-10-01,4.2,UNRATE,Unemployment Rate
1950-11-01,4.2,UNRATE,Unemployment Rate
1950-12-01,4.3,UNRATE,Unemployment Rate
1951-01-01,3.7,UNRATE,Unemployment Rate
1951-02-01,3.4,UNRATE,Unemployment Rate
1951-03-01,3.4,UNRATE,Unemployment Rate
1951-04-01,3.1,UNRATE,Unemployment Rate
1951-05-01,3.0,UNRATE,Unemployment Rate
1951-06-01,3.2,UNRATE,Unemployment Rate
1951-07-01,3.1,UNRATE,Unemployment Rate
1951-08-01,3.1,UNRATE,Unemployment Rate
1951-09-01,3.3,UNRATE,Unemployment Rate
1951-10-01,3.5,UNRATE,Unemployment Rate
1951-11-01,3.5,UNRATE,Unemployment Rate
1951-12-01,3.1,UNRATE,Unemployment Rate
1952-01-01,3.2,UNRATE,Unemployment Rate
1952-02-01,3.1,UNRATE,Unemployment Rate
1952-03-01,2.9,UNRATE,Unemployment Rate
1952-04-01,2.9,UNRATE,Unemployment Rate
1952-05-01,3.0,UNRATE,Unemployment Rate
1952-06-01,3.0,UNRATE,Unemployment Rate
1952-07-01,3.2,UNRATE,Unemployment Rate
1952-08-01,3.4,UNRATE,Unemployment Rate
1952-09-01,3.1,UNRATE,Unemployment Rate
1952-10-01,3.0,UNRATE,Unemployment Rate
1952-11-01,2.8,UNRATE,Unemployment Rate
1952-12-01,2.7,UNRATE,Unemployment Rate
1953-01-01,2.9,UNRATE,Unemployment Rate
1953-02-01,2.6,UNRATE,Unemployment Rate
1953-03-01,2.6,UNRATE,Unemployment Rate
1953-04-01,2.7,UNRATE,Unemployment Rate
1953-05-01,2.5,UNRATE,Unemployment Rate
1953-06-01,2.5,UNRATE,Unemployment Rate
1953-07-01,2.6,UNRATE,Unemployment Rate
1953-08-01,2.7,UNRATE,Unemployment Rate
1953-09-01,2.9,UNRATE,Unemployment Rate
1953-10-01,3.1,UNRATE,Unemployment Rate
1953-11-01,3.5,UNRATE,Unemployment Rate
1953-12-01,4.5,UNRATE,Unemployment Rate
1954-01-01,4.9,UNRATE,Unemployment Rate
1954-02-01,5.2,UNRATE,Unemployment Rate
1954-03-01,5.7,UNRATE,Unemployment Rate
1954-04-01,5.9,UNRATE,Unemployment Rate
1954-05-01,5.9,UNRATE,Unemployment Rate
1954-06-01,5.6,UNRATE,Unemployment Rate
1954-07-01,5.8,UNRATE,Unemployment Rate
1954-08-01,6.0,UNRATE,Unemployment Rate
1954-09-01,6.1,UNRATE,Unemployment Rate
1954-10-01,5.7,UNRATE,Unemployment Rate
1954-11-01,5.3,UNRATE,Unemployment Rate
1954-12-01,5.0,UNRATE,Unemployment Rate
1955-01-01,4.9,UNRATE,Unemployment Rate
1955-02-01,4.7,UNRATE,Unemployment Rate
1955-03-01,4.6,UNRATE,Unemployment Rate
1955-04-01,4.7,UNRATE,Unemployment Rate
1955-05-01,4.3,UNRATE,Unemployment Rate
1955-06-01,4.2,UNRATE,Unemployment Rate
1955-07-01,4.0,UNRATE,Unemployment Rate
1955-08-01,4.2,UNRATE,Unemployment Rate
1955-09-01,4.1,UNRATE,Unemployment Rate
1955-10-01,4.3,UNRATE,Unemployment Rate
1955-11-01,4.2,UNRATE,Unemployment Rate
1955-12-01,4.2,UNRATE,Unemployment Rate
1956-01-01,4.0,UNRATE,Unemployment Rate
1956-02-01,3.9,UNRATE,Unemployment Rate
1956-03-01,4.2,UNRATE,Unemployment Rate
1956-04-01,4.0,UNRATE,Unemployment Rate
1956-05-01,4.3,UNRATE,Unemployment Rate
1956-06-01,4.3,UNRATE,Unemployment Rate
1956-07-01,4.4,UNRATE,Unemployment Rate
1956-08-01,4.1,UNRATE,Unemployment Rate
1956-09-01,3.9,UNRATE,Unemployment Rate
1956-10-01,3.9,UNRATE,Unemployment Rate
1956-11-01,4.3,UNRATE,Unemployment Rate
1956-12-01,4.2,UNRATE,Unemployment Rate
1957-01-01,4.2,UNRATE,Unemployment Rate
1957-02-01,3.9,UNRATE,Unemployment Rate
1957-03-01,3.7,UNRATE,Unemployment Rate
1957-04-01,3.9,UNRATE,Unemployment Rate
1957-05-01,4.1,UNRATE,Unemployment Rate
1957-06-01,4.3,UNRATE,Unemployment Rate
1957-07-01,4.2,UNRATE,Unemployment Rate
1957-08-01,4.1,UNRATE,Unemployment Rate
1957-09-01,4.4,UNRATE,Unemployment Rate
1957-10-01,4.5,UNRATE,Unemployment Rate
1957-11-01,5.1,UNRATE,Unemployment Rate
1957-12-01,5.2,UNRATE,Unemployment Rate
1958-01-01,5.8,UNRATE,Unemployment Rate
1958-02-01,6.4,UNRATE,Unemployment Rate
1958-03-01,6.7,UNRATE,Unemployment Rate
1958-04-01,7.4,UNRATE,Unemployment Rate
1958-05-01,7.4,UNRATE,Unemployment Rate
1958-06-01,7.3,UNRATE,Unemployment Rate
1958-07-01,7.5,UNRATE,Unemployment Rate
1958-08-01,7.4,UNRATE,Unemployment Rate
1958-09-01,7.1,UNRATE,Unemployment Rate
1958-10-01,6.7,UNRATE,Unemployment Rate
1958-11-01,6.2,UNRATE,Unemployment Rate
1958-12-01,6.2,UNRATE,Unemployment Rate
1959-01-01,6.0,UNRATE,Unemployment Rate
1959-02-01,5.9,UNRATE,Unemployment Rate
1959-03-01,5.6,UNRATE,Unemployment Rate
1959-04-01,5.2,UNRATE,Unemployment Rate
1959-05-01,5.1,UNRATE,Unemployment Rate
1959-06-01,5.0,UNRATE,Unemployment Rate
1959-07-01,5.1,UNRATE,Unemployment Rate
1959-08-01,5.2,UNRATE,Unemployment Rate
1959-09-01,5.5,UNRATE,Unemployment Rate
1959-10-01,5.7,UNRATE,Unemployment Rate
1959-11-01,5.8,UNRATE,Unemployment Rate
1959-12-01,5.3,UNRATE,Unemployment Rate
1960-01-01,5.2,UNRATE,Unemployment Rate
1960-02-01,4.8,UNRATE,Unemployment Rate
1960-03-01,5.4,UNRATE,Unemployment Rate
1960-04-01,5.2,UNRATE,Unemployment Rate
1960-05-01,5.1,UNRATE,Unemployment Rate
1960-06-01,5.4,UNRATE,Unemployment Rate
1960-07-01,5.5,UNRATE,Unemployment Rate
1960-08-01,5.6,UNRATE,Unemployment Rate
1960-09-01,5.5,UNRATE,Unemployment Rate
1960-10-01,6.1,UNRATE,Unemployment Rate
1960-11-01,6.1,UNRATE,Unemployment Rate
1960-12-01,6.6,UNRATE,Unemployment Rate
1961-01-01,6.6,UNRATE,Unemployment Rate
1961-02-01,6.9,UNRATE,Unemployment Rate
1961-03-01,6.9,UNRATE,Unemployment Rate
1961-04-01,7.0,UNRATE,Unemployment Rate
1961-05-01,7.1,UNRATE,Unemployment Rate
1961-06-01,6.9,UNRATE,Unemployment Rate
1961-07-01,7.0,UNRATE,Unemployment Rate
1961-08-01,6.6,UNRATE,Unemployment Rate
1961-09-01,6.7,UNRATE,Unemployment Rate
1961-10-01,6.5,UNRATE,Unemployment Rate
1961-11-01,6.1,UNRATE,Unemployment Rate
1961-12-01,6.0,UNRATE,Unemployment Rate
1962-01-01,5.8,UNRATE,Unemployment Rate
1962-02-01,5.5,UNRATE,Unemployment Rate
1962-03-01,5.6,UNRATE,Unemployment Rate
1962-04-01,5.6,UNRATE,Unemployment Rate
1962-05-01,5.5,UNRATE,Unemployment Rate
1962-06-01,5.5,UNRATE,Unemployment Rate
1962-07-01,5.4,UNRATE,Unemployment Rate
1962-08-01,5.7,UNRATE,Unemployment Rate
1962-09-01,5.6,UNRATE,Unemployment Rate
1962-10-01,5.4,UNRATE,Unemployment Rate
1962-11-01,5.7,UNRATE,Unemployment Rate
1962-12-01,5.5,UNRATE,Unemployment Rate
1963-01-01,5.7,UNRATE,Unemployment Rate
1963-02-01,5.9,UNRATE,Unemployment Rate
1963-03-01,5.7,UNRATE,Unemployment Rate
1963-04-01,5.7,UNRATE,Unemployment Rate
1963-05-01,5.9,UNRATE,Unemployment Rate
1963-06-01,5.6,UNRATE,Unemployment Rate
1963-07-01,5.6,UNRATE,Unemployment Rate
1963-08-01,5.4,UNRATE,Unemployment Rate
1963-09-01,5.5,UNRATE,Unemployment Rate
1963-10-01,5.5,UNRATE,Unemployment Rate
1963-11-01,5.7,UNRATE,Unemployment Rate
1963-12-01,5.5,UNRATE,Unemployment Rate
1964-01-01,5.6,UNRATE,Unemployment Rate
1964-02-01,5.4,UNRATE,Unemployment Rate
1964-03-01,5.4,UNRATE,Unemployment Rate
1964-04-01,5.3,UNRATE,Unemployment Rate
1964-05-01,5.1,UNRATE,Unemployment Rate
1964-06-01,5.2,UNRATE,Unemployment Rate
1964-07-01,4.9,UNRATE,Unemployment Rate
1964-08-01,5.0,UNRATE,Unemployment Rate
1964-09-01,5.1,UNRATE,Unemployment Rate
1964-10-01,5.1,UNRATE,Unemployment Rate
1964-11-01,4.8,UNRATE,Unemployment Rate
1964-12-01,5.0,UNRATE,Unemployment Rate
1965-01-01,4.9,UNRATE,Unemployment Rate
1965-02-01,5.1,UNRATE,Unemployment Rate
1965-03-01,4.7,UNRATE,Unemployment Rate
1965-04-01,4.8,UNRATE,Unemployment Rate
1965-05-01,4.6,UNRATE,Unemployment Rate
1965-06-01,4.6,UNRATE,Unemployment Rate
1965-07-01,4.4,UNRATE,Unemployment Rate
1965-08-01,4.4,UNRATE,Unemployment Rate
1965-09-01,4.3,UNRATE,Unemployment Rate
1965-10-01,4.2,UNRATE,Unemployment Rate
1965-11-01,4.1,UNRATE,Unemployment Rate
1965-12-01,4.0,UNRATE,Unemployment Rate
1966-01-01,4.0,UNRATE,Unemployment Rate
1966-02-01,3.8,UNRATE,Unemployment Rate
1966-03-01,3.8,UNRATE,Unemployment Rate
1966-04-01,3.8,UNRATE,Unemployment Rate
1966-05-01,3.9,UNRATE,Unemployment Rate
1966-06-01,3.8,UNRATE,Unemployment Rate
1966-07-01,3.8,UNRATE,Unemployment Rate
1966-08-01,3.8,UNRATE,Unemployment Rate
1966-09-01,3.7,UNRATE,Unemployment Rate
1966-10-01,3.7,UNRATE,Unemployment Rate
